timestamp,datetime,event_type,resource_type,resource_id,details
502.5,2025-12-01T08:22:30+00:00,WagonARRIVEDEvent,wagon,W3926,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T3"", ""rejection_reason"": """", ""rejection_description"": """"}"
502.5,2025-12-01T08:22:30+00:00,WagonARRIVEDEvent,wagon,W5834,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T3"", ""rejection_reason"": """", ""rejection_description"": """"}"
506.0,2025-12-01T08:26:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W11188,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
506.0,2025-12-01T08:26:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W10437,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
506.0,2025-12-01T08:26:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""WS_01"", ""to_location"": ""track_19"", ""purpose"": """"}"
541.5,2025-12-01T09:01:30+00:00,WagonARRIVEDEvent,wagon,W9460,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T4"", ""rejection_reason"": """", ""rejection_description"": """"}"
541.5,2025-12-01T09:01:30+00:00,WagonARRIVEDEvent,wagon,W9445,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T4"", ""rejection_reason"": """", ""rejection_description"": """"}"
559.0,2025-12-01T09:19:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W12394,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
559.0,2025-12-01T09:19:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W9278,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
559.0,2025-12-01T09:19:00+00:00,LocomotiveALLOCATEDEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": ""batch_transport""}"
559.0,2025-12-01T09:19:00+00:00,BatchFormed,batch,BATCH_retrofit_2_4512841808,"{""destination"": ""retrofit"", ""wagon_count"": 2, ""locomotive_id"": """", ""wagon_ids"": ""W12394,W9278""}"
564.0,2025-12-01T09:24:00+00:00,WagonMOVINGEvent,wagon,W12394,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
564.0,2025-12-01T09:24:00+00:00,WagonMOVINGEvent,wagon,W9278,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
564.0,2025-12-01T09:24:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""collection1"", ""to_location"": ""retrofit"", ""purpose"": """"}"
564.0,2025-12-01T09:24:00+00:00,BatchTransportStarted,batch,BATCH_retrofit_2_4512841808,"{""destination"": ""retrofit"", ""wagon_count"": 2, ""locomotive_id"": ""LOCO_01""}"
566.0,2025-12-01T09:26:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W11188,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
566.0,2025-12-01T09:26:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W10437,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
566.5,2025-12-01T09:26:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""WS_01"", ""purpose"": """"}"
571.5,2025-12-01T09:31:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W11188,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
571.5,2025-12-01T09:31:30+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W10437,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
573.5,2025-12-01T09:33:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W11188,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
573.5,2025-12-01T09:33:30+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W10437,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
573.5,2025-12-01T09:33:30+00:00,WagonMOVINGEvent,wagon,W11188,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
573.5,2025-12-01T09:33:30+00:00,WagonMOVINGEvent,wagon,W10437,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
573.5,2025-12-01T09:33:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""WS_01"", ""to_location"": ""retrofitted"", ""purpose"": """"}"
578.5,2025-12-01T09:38:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W11188,"{""location"": ""retrofitted"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
578.5,2025-12-01T09:38:30+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W10437,"{""location"": ""retrofitted"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
578.5,2025-12-01T09:38:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""retrofitted"", ""to_location"": ""track_19"", ""purpose"": """"}"
578.5,2025-12-01T09:38:30+00:00,BatchFormed,batch,BATCH_parking16_2_4512736192,"{""destination"": ""parking16"", ""wagon_count"": 2, ""locomotive_id"": """", ""wagon_ids"": ""W11188,W10437""}"
623.5,2025-12-01T10:23:30+00:00,LocomotiveALLOCATEDEvent,locomotive,LOCO_02,"{""from_location"": """", ""to_location"": """", ""purpose"": ""batch_transport""}"
623.5,2025-12-01T10:23:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""retrofitted"", ""purpose"": """"}"
624.0,2025-12-01T10:24:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W12394,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
624.0,2025-12-01T10:24:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W9278,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
624.0,2025-12-01T10:24:00+00:00,BatchArrivedAtDestination,batch,BATCH_retrofit_2_4512841808,"{""destination"": ""retrofit"", ""wagon_count"": 2, ""locomotive_id"": """"}"
628.5,2025-12-01T10:28:30+00:00,BatchTransportStarted,batch,BATCH_parking16_2_4512736192,"{""destination"": ""parking16"", ""wagon_count"": 2, ""locomotive_id"": ""LOCO_02""}"
630.5,2025-12-01T10:30:30+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""retrofitted"", ""to_location"": ""parking16"", ""purpose"": """"}"
633.0,2025-12-01T10:33:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofit"", ""to_location"": ""track_19"", ""purpose"": """"}"
638.0,2025-12-01T10:38:00+00:00,LocomotivePARKINGEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": """"}"
640.0,2025-12-01T10:40:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""track_19"", ""to_location"": ""retrofit"", ""purpose"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonMOVINGEvent,wagon,W12394,"{""location"": ""retrofit"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,WagonMOVINGEvent,wagon,W9278,"{""location"": ""retrofit"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
648.0,2025-12-01T10:48:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofit"", ""to_location"": ""WS_01"", ""purpose"": """"}"
653.0,2025-12-01T10:53:00+00:00,WagonAT_WORKSHOPEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
653.0,2025-12-01T10:53:00+00:00,WagonAT_WORKSHOPEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
659.0,2025-12-01T10:59:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
659.0,2025-12-01T10:59:00+00:00,WagonRETROFIT_STARTEDEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""PROCESSING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
659.0,2025-12-01T10:59:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""WS_01"", ""to_location"": ""track_19"", ""purpose"": """"}"
664.0,2025-12-01T11:04:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""track_19"", ""to_location"": ""collection1"", ""purpose"": """"}"
672.75,2025-12-01T11:12:45+00:00,WagonARRIVEDEvent,wagon,W10704,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T5"", ""rejection_reason"": """", ""rejection_description"": """"}"
672.75,2025-12-01T11:12:45+00:00,WagonARRIVEDEvent,wagon,W3675,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T5"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W7132,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W8934,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W6253,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W7747,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W10546,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
715.0,2025-12-01T11:55:00+00:00,WagonARRIVEDEvent,wagon,W7222,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T6"", ""rejection_reason"": """", ""rejection_description"": """"}"
719.0,2025-12-01T11:59:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
719.0,2025-12-01T11:59:00+00:00,WagonRETROFIT_COMPLETEDEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""COMPLETED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
724.0,2025-12-01T12:04:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W3926,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
724.0,2025-12-01T12:04:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W5834,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
724.0,2025-12-01T12:04:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W9460,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
724.0,2025-12-01T12:04:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W9445,"{""location"": ""collection1"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
724.0,2025-12-01T12:04:00+00:00,LocomotiveALLOCATEDEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": ""batch_transport""}"
724.0,2025-12-01T12:04:00+00:00,BatchFormed,batch,BATCH_retrofit_4_4512600912,"{""destination"": ""retrofit"", ""wagon_count"": 4, ""locomotive_id"": """", ""wagon_ids"": ""W3926,W5834,W9460,W9445""}"
724.5,2025-12-01T12:04:30+00:00,WagonARRIVEDEvent,wagon,W0689,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T7"", ""rejection_reason"": """", ""rejection_description"": """"}"
725.0,2025-12-01T12:05:00+00:00,WagonARRIVEDEvent,wagon,W11268,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T8"", ""rejection_reason"": """", ""rejection_description"": """"}"
725.0,2025-12-01T12:05:00+00:00,WagonARRIVEDEvent,wagon,W11509,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T8"", ""rejection_reason"": """", ""rejection_description"": """"}"
725.0,2025-12-01T12:05:00+00:00,WagonARRIVEDEvent,wagon,W6557,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T8"", ""rejection_reason"": """", ""rejection_description"": """"}"
733.0,2025-12-01T12:13:00+00:00,WagonMOVINGEvent,wagon,W3926,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
733.0,2025-12-01T12:13:00+00:00,WagonMOVINGEvent,wagon,W5834,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
733.0,2025-12-01T12:13:00+00:00,WagonMOVINGEvent,wagon,W9460,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
733.0,2025-12-01T12:13:00+00:00,WagonMOVINGEvent,wagon,W9445,"{""location"": ""collection1"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
733.0,2025-12-01T12:13:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""collection1"", ""to_location"": ""retrofit"", ""purpose"": """"}"
733.0,2025-12-01T12:13:00+00:00,BatchTransportStarted,batch,BATCH_retrofit_4_4512600912,"{""destination"": ""retrofit"", ""wagon_count"": 4, ""locomotive_id"": ""LOCO_01""}"
752.0,2025-12-01T12:32:00+00:00,WagonPARKEDEvent,wagon,W11188,"{""location"": ""parking16"", ""status"": ""PARKED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
752.0,2025-12-01T12:32:00+00:00,WagonPARKEDEvent,wagon,W10437,"{""location"": ""parking16"", ""status"": ""PARKED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
752.0,2025-12-01T12:32:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""parking16"", ""to_location"": ""track_19"", ""purpose"": """"}"
752.0,2025-12-01T12:32:00+00:00,BatchArrivedAtDestination,batch,BATCH_parking16_2_4512736192,"{""destination"": ""parking16"", ""wagon_count"": 2, ""locomotive_id"": """"}"
753.25,2025-12-01T12:33:15+00:00,WagonARRIVEDEvent,wagon,W10356,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T9"", ""rejection_reason"": """", ""rejection_description"": """"}"
785.5,2025-12-01T13:05:30+00:00,WagonARRIVEDEvent,wagon,W6006,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T10"", ""rejection_reason"": """", ""rejection_description"": """"}"
785.5,2025-12-01T13:05:30+00:00,WagonARRIVEDEvent,wagon,W4440,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T10"", ""rejection_reason"": """", ""rejection_description"": """"}"
785.5,2025-12-01T13:05:30+00:00,WagonARRIVEDEvent,wagon,W10383,"{""location"": ""collection1"", ""status"": ""ARRIVED"", ""train_id"": ""T10"", ""rejection_reason"": """", ""rejection_description"": """"}"
793.0,2025-12-01T13:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W3926,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
793.0,2025-12-01T13:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W5834,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
793.0,2025-12-01T13:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W9460,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
793.0,2025-12-01T13:13:00+00:00,WagonON_RETROFIT_TRACKEvent,wagon,W9445,"{""location"": ""retrofit"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
793.0,2025-12-01T13:13:00+00:00,BatchArrivedAtDestination,batch,BATCH_retrofit_4_4512600912,"{""destination"": ""retrofit"", ""wagon_count"": 4, ""locomotive_id"": """"}"
812.0,2025-12-01T13:32:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""WS_01"", ""purpose"": """"}"
814.0,2025-12-01T13:34:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofit"", ""to_location"": ""track_19"", ""purpose"": """"}"
817.0,2025-12-01T13:37:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
817.0,2025-12-01T13:37:00+00:00,WagonRAKE_COUPLING_STARTEDEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""COUPLING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
819.0,2025-12-01T13:39:00+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
819.0,2025-12-01T13:39:00+00:00,WagonRAKE_COUPLING_COMPLETEDEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
819.0,2025-12-01T13:39:00+00:00,WagonMOVINGEvent,wagon,W12394,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
819.0,2025-12-01T13:39:00+00:00,WagonMOVINGEvent,wagon,W9278,"{""location"": ""WS_01"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
819.0,2025-12-01T13:39:00+00:00,LocomotivePARKINGEvent,locomotive,LOCO_01,"{""from_location"": """", ""to_location"": """", ""purpose"": """"}"
819.0,2025-12-01T13:39:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""WS_01"", ""to_location"": ""retrofitted"", ""purpose"": """"}"
821.0,2025-12-01T13:41:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""track_19"", ""to_location"": ""retrofit"", ""purpose"": """"}"
824.0,2025-12-01T13:44:00+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W12394,"{""location"": ""retrofitted"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
824.0,2025-12-01T13:44:00+00:00,WagonON_RETROFITTED_TRACKEvent,wagon,W9278,"{""location"": ""retrofitted"", ""status"": ""WAITING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
824.0,2025-12-01T13:44:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""retrofitted"", ""to_location"": ""track_19"", ""purpose"": """"}"
824.0,2025-12-01T13:44:00+00:00,BatchFormed,batch,BATCH_parking16_2_4512841808,"{""destination"": ""parking16"", ""wagon_count"": 2, ""locomotive_id"": """", ""wagon_ids"": ""W12394,W9278""}"
829.0,2025-12-01T13:49:00+00:00,WagonMOVINGEvent,wagon,W3926,"{""location"": ""retrofit"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
829.0,2025-12-01T13:49:00+00:00,WagonMOVINGEvent,wagon,W5834,"{""location"": ""retrofit"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
829.0,2025-12-01T13:49:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_01,"{""from_location"": ""retrofit"", ""to_location"": ""WS_02"", ""purpose"": """"}"
831.0,2025-12-01T13:51:00+00:00,LocomotiveMOVINGEvent,locomotive,LOCO_02,"{""from_location"": ""track_19"", ""to_location"": ""retrofit"", ""purpose"": """"}"
834.0,2025-12-01T13:54:00+00:00,WagonAT_WORKSHOPEvent,wagon,W3926,"{""location"": ""WS_02"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
834.0,2025-12-01T13:54:00+00:00,WagonAT_WORKSHOPEvent,wagon,W5834,"{""location"": ""WS_02"", ""status"": ""ARRIVED"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
839.0,2025-12-01T13:59:00+00:00,WagonMOVINGEvent,wagon,W9460,"{""location"": ""retrofit"", ""status"": ""MOVING"", ""train_id"": """", ""rejection_reason"": """", ""rejection_description"": """"}"
